site,plot,plant,collect_date,spikelet_date,spikelet_notes,experiment,treatment,month,ID,focal,age,seed_date,ID_unclear,sp,spikelets,spikelet_weight.mg,seeds,seed_weight.mg,reps,spikelet_weight.g
D1,9,EVAS2,20180827,20190226,NA,density,water,late August,S2,0,adult,NA,0,Ev,17,75,5.459817226722827,NA,1,0.075
D1,9,EV3,20180827,20190226,NA,density,water,late August,3,1,seedling,NA,0,Ev,21,120,8.735707562756524,NA,1,0.12
D1,9,EVAS1,20180827,20190226,NA,density,water,late August,S1,0,adult,NA,0,Ev,114,1128,82.11565108991132,NA,1,1.128
D1,9,EVAR2,20180827,20190226,NA,density,water,late August,R2,0,adult,NA,0,Ev,136,1687,122.80948881975213,NA,1,1.687
D1,9,EVAR1,20180827,20190226,NA,density,water,late August,R1,0,adult,NA,0,Ev,227,2306,167.8711803309712,NA,1,2.306
D1,4,EVA,20180827,20190226,NA,density,fungicide,late August,A,1,adult,NA,0,Ev,29,454,33.05009361242885,NA,1,0.454
D1,7,EVR2,20180827,20190226,NA,density,water,late August,R2,0,seedling,NA,0,Ev,10,90,6.551780672067393,NA,1,0.09
D1,7,EVR5,20180827,20190226,NA,density,water,late August,R5,0,seedling,20190313,0,Ev,33,198,4,13,1,0.198
D1,1,EVA,20180827,20190226,NA,density,fungicide,late August,A,1,adult,NA,0,Ev,50,241,17.544212688536017,NA,1,0.241
D1,8,EV3,20180827,20190226,NA,density,water,late August,3,1,seedling,NA,0,Ev,16,56,4.076663529286378,NA,1,0.056
D1,8,EVAR1,20180827,20190226,NA,density,water,late August,R1,0,adult,NA,0,Ev,2,13,0.9463683192986234,NA,1,0.013
D1,4,EVA,20180827,20190226,NA,density,water,late August,A,1,adult,NA,0,Ev,37,327,23.80480310851153,NA,1,0.327
D1,6,EVR3,20180827,20190226,NA,density,water,late August,R3,0,seedling,NA,0,Ev,25,178,12.957966218088844,NA,1,0.178
D1,6,EVR5,20180827,20190226,"initially labelled 6F, in 6W bag, no EvR5 in 6F; relabelled 6W",density,water,late August,R5,0,seedling,NA,0,Ev,16,130,9.463683192986235,NA,1,0.13
D1,6,EVA,20180827,20190226,NA,density,water,late August,A,1,adult,NA,0,Ev,39,297,21.620876217822396,NA,1,0.297
D1,6,EVR2,20180827,20190226,NA,density,water,late August,R2,0,seedling,NA,0,Ev,10,48,3.4942830251026096,NA,1,0.048
D1,6,EVR3,20180827,20190226,NA,density,fungicide,late August,R3,0,seedling,NA,0,Ev,8,74,5.387019663699856,NA,1,0.074
D1,6,EVR2,20180827,20190226,NA,density,fungicide,late August,R2,0,seedling,NA,0,Ev,5,36,2.620712268826957,NA,1,0.036
D1,6,EVA,20180827,20190226,NA,density,fungicide,late August,A,1,adult,NA,0,Ev,79,1143,83.20761453525589,NA,1,1.143
D1,3,EVA,20180827,20190226,NA,density,fungicide,late August,A,1,adult,NA,0,Ev,44,154,11.210824705537538,NA,1,0.154
D1,5,EVA,20180827,20190226,NA,density,fungicide,late August,A,1,adult,NA,0,Ev,55,569,41.421813360070516,NA,1,0.569
D1,5,EV3,20180827,20190226,NA,density,fungicide,late August,3,1,seedling,NA,0,Ev,9,60,4.367853781378262,NA,1,0.06
D1,1,EV3,20180827,20190226,NA,density,water,late August,3,1,seedling,NA,0,Ev,4,18,1.3103561344134784,NA,1,0.018
D1,1,EVA,20180827,20190226,NA,density,water,late August,A,1,adult,NA,0,Ev,19,207,15.069095545755003,NA,1,0.207
D1,5,EVA,20180827,20190226,NA,density,water,late August,A,1,adult,NA,0,Ev,269,2290,166.70641932260367,NA,1,2.29
D1,10,EVAR3,20180827,20190226,NA,density,fungicide,late August,R3,0,adult,NA,0,Ev,15,166,12.084395461813193,NA,1,0.166
D1,10,EVA,20180827,20190226,NA,density,fungicide,late August,A,1,adult,NA,0,Ev,23,180,13.103561344134786,NA,1,0.18
D1,10,EVAR5,20180827,20190226,NA,density,fungicide,late August,R5,0,adult,NA,0,Ev,16,211,15.360285797846888,NA,1,0.211
D1,10,EVAR6,20180827,20190226,NA,density,fungicide,late August,R6,0,adult,NA,0,Ev,103,987,71.8511947036724,NA,1,0.987
D1,10,EVAR8,20180827,20190226,NA,density,fungicide,late August,R8,0,adult,NA,0,Ev,35,285,20.74730546154674,NA,1,0.285
D3,9,EVAR3,20180828,20190226,NA,density,fungicide,late August,R3,0,adult,NA,0,Ev,79,1277,92.962487980334,NA,1,1.277
D3,9,EVAR4,20180828,20190226,NA,density,fungicide,late August,R4,0,adult,NA,0,Ev,91,966,70.32244588019002,NA,1,0.966
D3,9,EVA,20180828,20190226,NA,density,fungicide,late August,A,1,adult,NA,0,Ev,111,1591,115.82092276954691,NA,1,1.591
D3,9,EVAR1,20180828,20190226,NA,density,fungicide,late August,R1,0,adult,NA,0,Ev,39,487,35.452413192186896,NA,1,0.487
D3,9,EVAR2,20180828,20190226,NA,density,fungicide,late August,R2,0,adult,NA,0,Ev,50,891,64.8626286534672,NA,1,0.891
D3,8,EVAR2,20180828,20190227,NA,density,water,late August,R2,0,adult,NA,0,Ev,7,65,4.731841596493117,NA,1,0.065
D3,8,EVAR1,20180828,20190227,NA,density,water,late August,R1,0,adult,NA,0,Ev,44,509,37.05395957869226,NA,1,0.509
D3,7,EV2,20180828,20190227,"initially labelled 6F, in 7F bag, no Ev2 seeds collected from 6F; relabelled 7F",density,fungicide,late August,2,1,seedling,20190312,0,Ev,9,27,1,3,1,0.027
D3,7,EVA,20180828,20190227,NA,density,fungicide,late August,A,1,adult,NA,0,Ev,94,1430,104.10051512284858,NA,1,1.43
D3,7,EVR2,20180828,20190227,NA,density,water,late August,R2,0,seedling,20190313,0,Ev,12,58,8,18,1,0.058
D3,7,EVA,20180828,20190227,NA,density,water,late August,A,1,adult,NA,0,Ev,62,800,58.23805041837683,NA,1,0.8
D3,9,EVAR1,20180828,20190227,NA,density,water,late August,R1,0,adult,NA,0,Ev,26,332,24.168790923626386,NA,1,0.332
D3,9,EVAR2,20180828,20190227,NA,density,water,late August,R2,0,adult,NA,0,Ev,54,508,36.981162015669284,NA,1,0.508
D3,9,EVA,20180828,20190227,NA,density,water,late August,A,1,adult,NA,0,Ev,38,526,38.291518150082766,NA,1,0.526
D3,9,EVAR3,20180828,20190227,NA,density,water,late August,R3,0,adult,NA,0,Ev,85,992,72.21518251878726,NA,1,0.992
D3,10,EVAR3,20180827,20190227,NA,density,fungicide,late August,R3,0,adult,NA,0,Ev,66,795,57.874062603261976,NA,1,0.795
D3,10,EVAR6,20180828,20190227,NA,density,fungicide,late August,R6,0,adult,NA,0,Ev,37,471,34.287652183819354,NA,1,0.471
D3,10,EVA,20180828,20190227,NA,density,fungicide,late August,A,1,adult,20190321,0,Ev,159,2346,178,615,1,2.346
D3,10,EVAR5,20180828,20190227,NA,density,fungicide,late August,R5,0,adult,NA,0,Ev,18,73,5.3142221006768855,NA,1,0.073
D3,10,EVAR7,20180827,20190227,NA,density,fungicide,late August,R7,0,adult,NA,0,Ev,47,749,54.525374704205305,NA,1,0.749
D3,10,EVAR1,20180828,20190227,NA,density,fungicide,late August,R1,0,adult,NA,0,Ev,20,116,8.44451731066464,NA,1,0.116
D3,10,EVAR2,20180828,20190227,NA,density,fungicide,late August,R2,0,adult,20190322,0,Ev,189,2863,250,839,1,2.863
D3,10,EVAR4,20180828,20190227,NA,density,fungicide,late August,R4,0,adult,NA,0,Ev,129,2088,152.0013115919635,NA,1,2.088
D1,7,EV3,20180924,20190228,NA,density,water,September,3,1,seedling,NA,0,Ev,7,43,3.130295209987754,NA,1,0.043
D1,5,EVA,20180924,20190228,NA,density,fungicide,September,A,1,adult,NA,0,Ev,5,27,1.965534201620218,NA,1,0.027
D1,7,EVA,20180924,20190228,NA,density,water,September,A,1,adult,NA,1,Ev,60,541,39.383481595427334,NA,2,0.541
D1,6,EVA,20180926,20190228,NA,density,water,September,A,1,adult,NA,0,Ev,45,304,22.130459158983193,NA,1,0.304
D1,2,EVA,20180926,20190228,NA,density,water,September,A,1,adult,NA,0,Ev,7,33,2.402319579758044,NA,1,0.033
D1,9,EVAR2,20180926,20190228,NA,density,water,September,R2,0,adult,NA,0,Ev,117,1017,74.03512159436153,NA,1,1.017
D1,3,EVA,20180926,20190228,NA,density,water,September,A,1,adult,NA,0,Ev,4,25,1.819939075574276,NA,1,0.025
D1,9,EVAS1,20180926,20190228,NA,density,water,September,S1,0,adult,NA,0,Ev,27,238,17.325819999467104,NA,1,0.238
D1,7,EVA,20180926,20190228,NA,density,water,September,A,1,adult,NA,1,Ev,186,1501,109.26914209747952,NA,2,1.501
D1,9,EV2,20180926,20190228,NA,density,water,September,2,1,seedling,NA,0,Ev,4,12,0.8735707562756524,NA,1,0.012
D1,10,EVAR2,20180926,20190228,NA,density,water,September,R2,0,adult,NA,0,Ev,4,22,1.6015463865053627,NA,1,0.022
D1,7,EVA,20180926,20190228,NA,density,fungicide,September,A,1,adult,NA,1,Ev,8,59,4.295056218355291,NA,2,0.059
D1,1,EVA,20180926,20190228,NA,density,fungicide,September,A,1,adult,NA,0,Ev,26,143,10.410051512284857,NA,1,0.143
D1,2,EV1,20180926,20190301,NA,density,fungicide,September,1,1,seedling,20190312,0,Ev,11,50,3,10,1,0.05
D1,4,EVA,20180926,20190301,NA,density,fungicide,September,A,1,adult,NA,0,Ev,20,153,11.138027142514568,NA,1,0.153
D1,9,EVA,20180926,20190301,NA,density,fungicide,September,A,1,adult,NA,0,Ev,19,105,7.643744117411958,NA,1,0.105
D1,6,EVA,20180926,20190301,NA,density,fungicide,September,A,1,adult,NA,0,Ev,12,178,12.957966218088844,NA,1,0.178
D1,7,EV3,20180926,20190301,NA,density,fungicide,September,3,1,seedling,NA,0,Ev,1,11,0.8007731932526814,NA,1,0.011
D1,9,EVA,20180926,20190301,NA,density,water,September,A,1,adult,NA,0,Ev,22,269,19.58254445317921,NA,1,0.269
D1,7,EVA,20180926,20190301,NA,density,fungicide,September,A,1,adult,NA,1,Ev,8,66,4.804639159516088,NA,2,0.066
D1,9,EVAR1,20180926,20190301,initially labelled EvR1,density,fungicide,September,R1,0,adult,20190311,0,Ev,251,3232,221,787,1,3.232
D2,6,EVA,20180925,20190301,NA,density,water,September,A,1,adult,NA,0,Ev,12,64,4.659044033470146,NA,1,0.064
D2,6,EVR6,20180925,20190301,NA,density,water,September,R6,0,seedling,NA,0,Ev,16,135,9.82767100810109,NA,1,0.135
D2,6,EVR3,20180925,20190301,NA,density,water,September,R3,0,seedling,NA,0,Ev,1,7,0.5095829411607973,NA,1,0.007
D2,10,EV1,20180925,20190301,NA,density,water,September,1,1,seedling,NA,0,Ev,3,25,1.819939075574276,NA,1,0.025
D2,6,EVR7,20180925,20190301,NA,density,fungicide,September,R7,0,seedling,NA,0,Ev,10,63,4.5862464704471755,NA,1,0.063
D2,10,EVAR5,20180925,20190301,NA,density,water,September,R5,0,adult,NA,0,Ev,9,38,2.766307394872899,NA,1,0.038
D2,10,EVAS2,20180925,20190301,NA,density,water,September,S2,0,adult,NA,0,Ev,5,18,1.3103561344134784,NA,1,0.018
D2,10,EVAR6,20180925,20190301,NA,density,water,September,R6,0,adult,NA,0,Ev,8,53,3.8582708402174646,NA,1,0.053
D2,10,EVA,20180925,20190301,NA,density,water,September,A,1,adult,NA,0,Ev,15,99,7.206958739274133,NA,1,0.099
D2,8,EVAR2,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,R2,0,adult,NA,0,Ev,100,698,50.81269899003378,NA,1,0.698
D2,6,EVR3,20180925,20190301,NA,density,fungicide,September,R3,0,seedling,NA,0,Ev,12,154,11.210824705537538,NA,1,0.154
D2,7,EVR2,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,R2,0,seedling,NA,0,Ev,18,121,8.808505125779496,NA,1,0.121
D2,7,EVR9,20180925,20190301,NA,density,fungicide,September,R9,0,seedling,NA,0,Ev,5,39,2.8391049578958705,NA,1,0.039
D2,7,EVR6,20180925,20190301,NA,density,fungicide,September,R6,0,seedling,NA,0,Ev,19,128,9.318088066940293,NA,1,0.128
D2,5,EVA,20180925,20190301,MOLDY ENVELOPE,density,water,September,A,1,adult,NA,0,Ev,132,874,63.62507008207668,NA,1,0.874
D2,5,EVR1,20180925,20190301,NA,density,fungicide,September,R1,0,seedling,NA,0,Ev,20,163,11.86600277274428,NA,1,0.163
D2,1,EVA,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,A,1,adult,NA,0,Ev,8,74,5.387019663699856,NA,1,0.074
D2,8,EV3,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,3,1,seedling,NA,0,Ev,2,28,2.038331764643189,NA,1,0.028
D2,3,EVA,20180925,20190301,MOLDY ENVELOPE,density,water,September,A,1,adult,NA,0,Ev,5,42,3.0574976469647837,NA,1,0.042
D2,1,EVA,20180925,20190301,MOLDY ENVELOPE,density,water,September,A,1,adult,NA,0,Ev,14,56,4.076663529286378,NA,1,0.056
D2,10,EV3,20180925,20190301,NA,density,fungicide,September,3,1,seedling,NA,0,Ev,10,43,3.130295209987754,NA,1,0.043
D2,10,EVAR3,20180925,20190301,NA,density,fungicide,September,R3,0,adult,NA,0,Ev,25,205,14.923500419709061,NA,1,0.205
D2,5,EV1,20180925,20190301,NA,density,fungicide,September,1,1,seedling,20190312,0,Ev,49,316,37,128,1,0.316
D2,9,EVAR4,20180925,20190301,NA,density,fungicide,September,R4,0,adult,NA,0,Ev,9,46,3.3486878990566673,NA,1,0.046
D2,3,EV3,20180925,20190301,NA,density,fungicide,September,3,1,seedling,NA,0,Ev,10,25,1.819939075574276,NA,1,0.025
D2,9,EVAR2,20180925,20190301,NA,density,water,September,R2,0,adult,NA,0,Ev,28,335,24.3871836126953,NA,1,0.335
D2,9,EVAR4,20180925,20190301,NA,density,water,September,R4,0,adult,NA,0,Ev,7,53,3.8582708402174646,NA,1,0.053
D2,9,EVAR3,20180925,20190301,NA,density,water,September,R3,0,adult,NA,0,Ev,3,17,1.2375585713905077,NA,1,0.017
D2,6,EV2,20180925,20190301,NA,density,water,September,2,1,seedling,NA,0,Ev,13,96,6.988566050205219,NA,1,0.096
D2,9,EVAR3,20180925,20190301,NA,density,fungicide,September,R3,0,adult,NA,0,Ev,36,330,24.023195797580442,NA,1,0.33
D2,9,EVAR1,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,R1,0,adult,NA,0,Ev,24,172,12.521180839951016,NA,1,0.172
D2,6,EVR1,20180925,20190301,NA,density,fungicide,September,R1,0,seedling,NA,0,Ev,15,135,9.82767100810109,NA,1,0.135
D2,6,EVR4,20180925,20190301,NA,density,water,September,R4,0,seedling,20190313,0,Ev,13,113,12,46,1,0.113
D2,6,EVR7,20180925,20190301,NA,density,water,September,R7,0,seedling,NA,0,Ev,23,219,15.942666302030656,NA,1,0.219
D3,3,EVA,20180925,20190301,NA,density,water,September,A,1,adult,NA,0,Ev,55,593,43.16895487262182,NA,1,0.593
D3,9,EVAR3,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,R3,0,adult,NA,0,Ev,68,674,49.06555747748248,NA,1,0.674
D3,10,EVA,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,A,1,adult,NA,0,Ev,12,180,13.103561344134786,NA,1,0.18
D3,4,EVA,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,A,1,adult,NA,0,Ev,32,377,27.44468125966008,NA,1,0.377
D3,8,EVAR1,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,R1,0,adult,NA,0,Ev,15,164,11.93880033576725,NA,1,0.164
D3,1,EVA,20180925,20190301,NA,density,fungicide,September,A,1,adult,NA,0,Ev,35,217,15.797071175984714,NA,1,0.217
D3,10,EVAR2,20180925,20190301,NA,density,water,September,R2,0,adult,NA,0,Ev,14,30,2.183926890689131,NA,1,0.03
D3,9,EVAR4,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,R4,0,adult,NA,0,Ev,40,293,21.329685965730512,NA,1,0.293
D3,10,EVAR5,20180925,20190301,NA,density,water,September,R5,0,adult,NA,0,Ev,35,366,26.6439080664074,NA,1,0.366
D3,9,EVA,20180925,20190301,NA,density,fungicide,September,A,1,adult,NA,0,Ev,9,37,2.693509831849928,NA,1,0.037
D3,10,EVAR2,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,R2,0,adult,NA,0,Ev,23,221,16.0882614280766,NA,1,0.221
D3,6,EVA,20180925,20190301,NA,density,fungicide,September,A,1,adult,NA,0,Ev,17,268,19.509746890156237,NA,1,0.268
D3,9,EVAR1,20180925,20190301,NA,density,water,September,R1,0,adult,NA,0,Ev,14,84,6.114995293929567,NA,1,0.084
D3,10,EVAR7,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,R7,0,adult,NA,0,Ev,17,185,13.467549159249641,NA,1,0.185
D3,10,EVAR3,20180925,20190301,MOLDY ENVELOPE,density,fungicide,September,R3,0,adult,20190311,0,Ev,116,1182,69,213,1,1.182
D3,9,EVAR1,20180925,20190301,NA,density,fungicide,September,R1,0,adult,NA,0,Ev,5,39,2.8391049578958705,NA,1,0.039
D3,9,EVA,20180925,20190301,NA,density,water,September,A,1,adult,NA,0,Ev,21,243,17.68980781458196,NA,1,0.243
D3,9,EVAR2,20180925,20190301,NA,density,water,September,R2,0,adult,NA,0,Ev,31,249,18.12659319271979,NA,1,0.249
D3,9,EVAR2,20180925,20190304,MOLDY ENVELOPE,density,fungicide,September,R2,0,adult,NA,0,Ev,20,232,16.88903462132928,NA,1,0.232
D3,5,EVA,20180925,20190304,MOLDY ENVELOPE,density,water,September,A,1,adult,NA,0,Ev,131,1610,117.20407646698337,NA,1,1.61
D3,1,EVA,20180925,20190304,NA,density,water,September,A,1,adult,NA,0,Ev,4,18,1.3103561344134784,NA,1,0.018
D3,10,EVAR3,20180925,20190304,NA,density,water,September,R3,0,adult,NA,0,Ev,4,40,2.9119025209188414,NA,1,0.04
D3,9,EVAR3,20180925,20190304,NA,density,water,September,R3,0,adult,NA,0,Ev,10,83,6.042197730906596,NA,1,0.083
D3,10,EVAR4,20180925,20190304,MOLDY ENVELOPE,density,fungicide,September,R4,0,adult,NA,0,Ev,4,34,2.4751171427810155,NA,1,0.034
D3,10,EVAR7,20180925,20190304,NA,density,water,September,R7,0,adult,NA,0,Ev,21,153,11.138027142514568,NA,1,0.153
D4,9,EVA,20180926,20190304,NA,density,water,September,A,1,adult,NA,0,Ev,11,212,15.433083360869858,NA,1,0.212
D4,9,EVAR1,20180926,20190304,NA,density,water,September,R1,0,adult,NA,0,Ev,31,456,33.19568873847479,NA,1,0.456
D4,2,EV3,20180926,20190304,NA,density,water,September,3,1,seedling,NA,0,Ev,3,14,1.0191658823215946,NA,1,0.014
D4,2,EVA,20180926,20190304,NA,density,water,September,A,1,adult,NA,0,Ev,13,149,10.846836890422683,NA,1,0.149
D4,10,EVAR8,20180926,20190304,MOLDY ENVELOPE,density,water,September,R8,0,adult,NA,0,Ev,24,449,32.68610579731399,NA,1,0.449
D4,6,EV3,20180926,20190304,NA,density,water,September,3,1,seedling,NA,0,Ev,10,58,4.22225865533232,NA,1,0.058
D4,9,EVAR2,20180926,20190304,NA,density,fungicide,September,R2,0,adult,NA,0,Ev,26,412,29.992595965464066,NA,1,0.412
D4,5,EVA,20180926,20190304,NA,density,fungicide,September,A,1,adult,NA,0,Ev,14,70,5.095829411607973,NA,1,0.07
D4,7,EVA,20180926,20190304,NA,density,fungicide,September,A,1,adult,NA,0,Ev,9,87,6.333387982998479,NA,1,0.087
D4,6,EVA,20180926,20190304,NA,density,water,September,A,1,adult,NA,0,Ev,20,233,16.96183218435225,NA,1,0.233
D4,6,EVR1,20180926,20190304,NA,density,fungicide,September,R1,0,seedling,NA,0,Ev,4,15,1.0919634453445655,NA,1,0.015
D4,6,EVR3,20180926,20190304,NA,density,fungicide,September,R3,0,seedling,NA,0,Ev,7,19,1.3831536974364496,NA,1,0.019
D4,7,EVR2,20180926,20190304,NA,density,fungicide,September,R2,0,seedling,NA,0,Ev,14,174,12.666775965996958,NA,1,0.174
D4,9,EVAR3,20180926,20190304,NA,density,fungicide,September,R3,0,adult,NA,0,Ev,18,144,10.482849075307827,NA,1,0.144
D4,10,EVAR4,20180926,20190304,MOLDY ENVELOPE,density,water,September,R4,0,adult,NA,0,Ev,50,894,65.0810213425361,NA,1,0.894
D4,6,EVA,20180926,20190304,NA,density,fungicide,September,A,1,adult,NA,0,Ev,24,230,16.74343949528334,NA,1,0.23
D4,8,EVA,20180926,20190304,NA,density,water,September,A,1,adult,NA,0,Ev,20,64,4.659044033470146,NA,1,0.064
D4,5,EVA,20180926,20190304,NA,density,water,September,A,1,adult,NA,0,Ev,30,363,26.425515377338485,NA,1,0.363
D4,3,EVA,20180926,20190304,NA,density,fungicide,September,A,1,adult,NA,0,Ev,12,85,6.187792856952538,NA,1,0.085
D4,10,EVAR3,20180926,20190304,MOLDY ENVELOPE,density,water,September,R3,0,adult,NA,0,Ev,38,388,28.24545445291276,NA,1,0.388
D4,8,EVAR1,20180926,20190304,NA,density,water,September,R1,0,adult,NA,0,Ev,88,634,46.153654956563635,NA,1,0.634
D4,10,EVAR5,20180926,20190304,MOLDY ENVELOPE,density,water,September,R5,0,adult,NA,0,Ev,49,794,57.801265040239,NA,1,0.794
D3,10,EVAR6,20181022,20190305,NA,density,fungicide,October,R6,0,adult,NA,0,Ev,53,505,36.76276932660037,NA,1,0.505
D1,9,EVAR1,20181022,20190305,NA,density,fungicide,October,R1,0,adult,NA,0,Ev,80,961,69.95845806507516,NA,1,0.961
D3,10,EVAR7,20181022,20190305,NA,density,fungicide,October,R7,0,adult,NA,0,Ev,74,631,45.93526226749472,NA,1,0.631
D3,9,?,20181022,20190305,unknown plant,density,fungicide,October,?,0,adult,NA,1,Ev,11,94,6.842970924159277,NA,1,0.094
D4,2,EVA,20180828,20190306,NA,density,water,late August,A,1,adult,NA,0,Ev,27,418,30.42938134360189,NA,1,0.418
D4,2,EV2,20180828,20190306,NA,density,water,late August,2,1,seedling,NA,0,Ev,12,102,7.425351428343045,NA,1,0.102
D4,2,EV1,20180828,20190306,NA,density,water,late August,1,1,seedling,NA,0,Ev,25,196,14.268322352502324,NA,1,0.196
D4,2,EV2,20180828,20190306,NA,density,fungicide,late August,2,1,seedling,NA,0,Ev,10,48,3.4942830251026096,NA,1,0.048
D4,2,EV1,20180828,20190306,NA,density,fungicide,late August,1,1,seedling,NA,0,Ev,8,40,2.9119025209188414,NA,1,0.04
D4,3,EVA,20180828,20190306,NA,density,fungicide,late August,A,1,adult,NA,0,Ev,72,742,54.015791763044504,NA,1,0.742
D2,1,EV2,20180829,20190328,NA,density,fungicide,late August,2,1,seedling,NA,0,Ev,11,94,6.842970924159277,NA,1,0.094
D4,1,EVA,20180828,20190328,NA,density,water,late August,A,1,adult,NA,0,Ev,34,340,24.751171427810153,NA,1,0.34
D4,1,EV2,20180828,20190328,NA,density,water,late August,2,1,seedling,NA,0,Ev,11,120,8.735707562756524,NA,1,0.12
D3,10,EVAR6,20180802,20190416,NA,density,fungicide,early August,R6,0,adult,NA,0,Ev,26,440,32.03092773010726,NA,1,0.44
D3,10,EVAR3,20180802,20190416,NA,density,fungicide,early August,R3,0,adult,NA,0,Ev,18,369,26.862300755476312,NA,1,0.369
