site,plot,treatment,sp,ID,seeds,age,background,density_level,density,fungicide,seeds1,log_seeds,focal,foc,bg,plotf
D3,2,water,Mv,1,786.2609076281929,seedling,Mv,low,7,0,787.2609076281929,6.66855971524011,Mv,m,m,D32w
D3,2,water,Mv,2,1107.374956154299,seedling,Mv,low,7,0,1108.374956154299,7.010650218141627,Mv,m,m,D32w
D3,2,water,Mv,3,1011.3272955754128,seedling,Mv,low,7,0,1012.3272955754128,6.920007212160392,Mv,m,m,D32w
D3,3,water,Mv,1,1285.2746740934097,seedling,Mv,medium,19,0,1286.2746740934097,7.159505469932906,Mv,m,m,D33w
D3,3,water,Mv,2,563.7853620365354,seedling,Mv,medium,19,0,564.7853620365354,6.336445768769056,Mv,m,m,D33w
D3,3,water,Mv,3,514.0859041345626,seedling,Mv,medium,19,0,515.0859041345626,6.244333690898253,Mv,m,m,D33w
D3,4,water,Mv,1,0,seedling,Mv,high,67,0,1,0,Mv,m,m,D34w
D3,4,water,Mv,2,148.8514779471932,seedling,Mv,high,67,0,149.8514779471932,5.009644656558167,Mv,m,m,D34w
D3,4,water,Mv,3,495.4576070423333,seedling,Mv,high,67,0,496.4576070423333,6.207498096239303,Mv,m,m,D34w
D3,5,water,Mv,1,621.4016849744708,seedling,Ev seedling,low,7,0,622.4016849744708,6.433585680081711,Mv,m,s,D35w
D3,5,water,Mv,2,907.6798470359676,seedling,Ev seedling,low,7,0,908.6798470359676,6.811992828658482,Mv,m,s,D35w
D3,5,water,Mv,3,1064.3514559234418,seedling,Ev seedling,low,7,0,1065.3514559234418,6.971060029265584,Mv,m,s,D35w
D3,6,water,Mv,1,725.6497936310878,seedling,Ev seedling,medium,11,0,726.6497936310878,6.58844464707171,Mv,m,s,D36w
D3,6,water,Mv,2,1089.5710554483885,seedling,Ev seedling,medium,11,0,1090.5710554483885,6.99445674211445,Mv,m,s,D36w
D3,6,water,Mv,3,849.608886266241,seedling,Ev seedling,medium,11,0,850.608886266241,6.745952429821442,Mv,m,s,D36w
D3,7,water,Mv,1,657.9031112285352,seedling,Ev seedling,high,19,0,658.9031112285352,6.490576499761009,Mv,m,s,D37w
D3,7,water,Mv,2,467.5113607180872,seedling,Ev seedling,high,19,0,468.5113607180872,6.1495603505159275,Mv,m,s,D37w
D3,7,water,Mv,3,691.6345548892068,seedling,Ev seedling,high,19,0,692.6345548892068,6.5405025222762,Mv,m,s,D37w
D3,8,water,Mv,1,797.6606835893275,seedling,Ev adult,low,3,0,798.6606835893275,6.682936179206942,Mv,m,a,D38w
D3,8,water,Mv,2,897.691385111955,seedling,Ev adult,low,3,0,898.691385111955,6.800939688674191,Mv,m,a,D38w
D3,8,water,Mv,3,697.374496077144,seedling,Ev adult,low,3,0,698.374496077144,6.548755486214197,Mv,m,a,D38w
D3,9,water,Mv,1,653.482215468093,seedling,Ev adult,medium,5,0,654.482215468093,6.483844412281141,Mv,m,a,D39w
D3,9,water,Mv,2,797.1934354849187,seedling,Ev adult,medium,5,0,798.1934354849187,6.68235096843263,Mv,m,a,D39w
D3,9,water,Mv,3,771.0844078590502,seedling,Ev adult,medium,5,0,772.0844078590502,6.649093880652953,Mv,m,a,D39w
D3,10,water,Mv,1,218.11111268037348,seedling,Ev adult,high,9,0,219.11111268037348,5.389578964988309,Mv,m,a,D310w
D3,10,water,Mv,2,773.8095343839886,seedling,Ev adult,high,9,0,774.8095343839886,6.652617237063721,Mv,m,a,D310w
D3,10,water,Mv,3,0,seedling,Ev adult,high,9,0,1,0,Mv,m,a,D310w
D4,2,fungicide,Mv,1,1658.1682989356527,seedling,Mv,low,7,1,1659.1682989356527,7.414071731058197,Mv,m,m,D42f
D4,2,fungicide,Mv,2,957.70814412819675,seedling,Mv,low,7,1,958.70814412819675,6.865586695017346,Mv,m,m,D42f
D4,2,fungicide,Mv,3,402.5907830168069,seedling,Mv,low,7,1,403.5907830168069,6.000401451293035,Mv,m,m,D42f
D4,3,fungicide,Mv,1,711.8904889564935,seedling,Mv,medium,19,1,712.8904889564935,6.569327816691471,Mv,m,m,D43f
D4,3,fungicide,Mv,2,1244.5371253364465,seedling,Mv,medium,19,1,1245.5371253364465,7.127322141834431,Mv,m,m,D43f
D4,3,fungicide,Mv,3,584.3840538016157,seedling,Mv,medium,19,1,585.3840538016157,6.372268134053525,Mv,m,m,D43f
D4,4,fungicide,Mv,1,155.6519140254997,seedling,Mv,high,67,1,156.6519140254997,5.054026235807435,Mv,m,m,D44f
D4,4,fungicide,Mv,2,419.2656444924441,seedling,Mv,high,67,1,420.2656444924441,6.040886998228655,Mv,m,m,D44f
D4,4,fungicide,Mv,3,745.5749201560265,seedling,Mv,high,67,1,746.5749201560265,6.615495973840214,Mv,m,m,D44f
D4,5,fungicide,Mv,1,1369.1688870562798,seedling,Ev seedling,low,7,1,1370.1688870562798,7.222689286447967,Mv,m,s,D45f
D4,5,fungicide,Mv,2,603.2445486919851,seedling,Ev seedling,low,7,1,604.2445486919851,6.4039789979326125,Mv,m,s,D45f
D4,5,fungicide,Mv,3,1325.4156994774012,seedling,Ev seedling,low,7,1,1326.4156994774012,7.190235620467046,Mv,m,s,D45f
D4,6,fungicide,Mv,1,1418.4098304193992,seedling,Ev seedling,medium,11,1,1419.4098304193992,7.257996451823838,Mv,m,s,D46f
D4,6,fungicide,Mv,2,778.4759223312085,seedling,Ev seedling,medium,11,1,779.4759223312085,6.658621799414236,Mv,m,s,D46f
D4,6,fungicide,Mv,3,880.9614377267959,seedling,Ev seedling,medium,11,1,881.9614377267959,6.782148333652793,Mv,m,s,D46f
D4,7,fungicide,Mv,1,1740.9225707105857,seedling,Ev seedling,high,19,1,1741.9225707105857,7.462744707923198,Mv,m,s,D47f
D4,7,fungicide,Mv,2,1420.482463505807,seedling,Ev seedling,high,19,1,1421.482463505807,7.259455594402793,Mv,m,s,D47f
D4,7,fungicide,Mv,3,1830.1852459924876,seedling,Ev seedling,high,19,1,1831.1852459924876,7.512718711590001,Mv,m,s,D47f
D4,8,fungicide,Mv,1,933.267436803367,seedling,Ev adult,low,3,1,934.267436803367,6.839762732150072,Mv,m,a,D48f
D4,8,fungicide,Mv,2,935.0408720249396,seedling,Ev adult,low,3,1,936.0408720249396,6.841659142217542,Mv,m,a,D48f
D4,8,fungicide,Mv,3,2668.751491921714,seedling,Ev adult,low,3,1,2669.751491921714,7.889740672876,Mv,m,a,D48f
D4,9,fungicide,Mv,1,1074.506423813819,seedling,Ev adult,medium,5,1,1075.506423813819,6.980546921552634,Mv,m,a,D49f
D4,9,fungicide,Mv,2,849.5944256606766,seedling,Ev adult,medium,5,1,850.5944256606766,6.745935429377741,Mv,m,a,D49f
D4,9,fungicide,Mv,3,415.0075420330488,seedling,Ev adult,medium,5,1,416.0075420330488,6.030703389984056,Mv,m,a,D49f
D4,10,fungicide,Mv,1,1303.139305727979,seedling,Ev adult,high,9,1,1304.139305727979,7.173298566326725,Mv,m,a,D410f
D4,10,fungicide,Mv,2,1252.4568308811135,seedling,Ev adult,high,9,1,1253.4568308811135,7.133660478139033,Mv,m,a,D410f
D4,10,fungicide,Mv,3,337.77641643153896,seedling,Ev adult,high,9,1,338.77641643153896,5.8253403512391895,Mv,m,a,D410f
D4,2,water,Mv,1,1025.1699352540616,seedling,Mv,low,7,0,1026.1699352540616,6.933588640918357,Mv,m,m,D42w
D4,2,water,Mv,2,1086.9303601229826,seedling,Mv,low,7,0,1087.9303601229826,6.992032418127431,Mv,m,m,D42w
D4,2,water,Mv,3,334.0138471693575,seedling,Mv,low,7,0,335.0138471693575,5.814171865804709,Mv,m,m,D42w
D4,3,water,Mv,1,1043.988002505223,seedling,Mv,medium,19,0,1044.988002505223,6.95176068347676,Mv,m,m,D43w
D4,3,water,Mv,2,1219.1893227395667,seedling,Mv,medium,19,0,1220.1893227395667,7.106761308261148,Mv,m,m,D43w
D4,3,water,Mv,3,997.2929053863156,seedling,Mv,medium,19,0,998.2929053863156,6.906046725622061,Mv,m,m,D43w
D4,4,water,Mv,1,372.77402400056496,seedling,Mv,high,67,0,373.77402400056496,5.923651400901519,Mv,m,m,D44w
D4,4,water,Mv,2,491.6885086049777,seedling,Mv,high,67,0,492.6885086049777,6.199877145967549,Mv,m,m,D44w
D4,4,water,Mv,3,358.0249491670384,seedling,Mv,high,67,0,359.0249491670384,5.883391882360539,Mv,m,m,D44w
D4,5,water,Mv,1,227.6292859512556,seedling,Ev seedling,low,7,0,228.6292859512556,5.432101853178312,Mv,m,s,D45w
D4,5,water,Mv,2,683.4325985365393,seedling,Ev seedling,low,7,0,684.4325985365393,6.528590171708594,Mv,m,s,D45w
D4,5,water,Mv,3,294.1818494112347,seedling,Ev seedling,low,7,0,295.1818494112347,5.687591605101693,Mv,m,s,D45w
D4,6,water,Mv,1,718.0284617923392,seedling,Ev seedling,medium,11,0,719.0284617923392,6.577900942184218,Mv,m,s,D46w
D4,6,water,Mv,2,2072.370691366627,seedling,Ev seedling,medium,11,0,2073.370691366627,7.636930915246819,Mv,m,s,D46w
D4,6,water,Mv,3,1310.4885806015227,seedling,Ev seedling,medium,11,0,1311.4885806015227,7.178918092140941,Mv,m,s,D46w
D4,7,water,Mv,1,3328.213699077231,seedling,Ev seedling,high,19,0,3329.213699077231,8.110491428689027,Mv,m,s,D47w
D4,7,water,Mv,2,1284.7205663602217,seedling,Ev seedling,high,19,0,1285.7205663602217,7.159074592197951,Mv,m,s,D47w
D4,7,water,Mv,3,1515.854002371833,seedling,Ev seedling,high,19,0,1516.854002371833,7.324393733696523,Mv,m,s,D47w
D4,8,water,Mv,1,337.4652084141376,seedling,Ev adult,low,3,0,338.4652084141376,5.8244213054278005,Mv,m,a,D48w
D4,8,water,Mv,2,141.7352610289784,seedling,Ev adult,low,3,0,142.7352610289784,4.96099159297062,Mv,m,a,D48w
D4,8,water,Mv,3,978.3577730591747,seedling,Ev adult,low,3,0,979.3577730591747,6.886897023226599,Mv,m,a,D48w
D4,9,water,Mv,1,285.65845520009805,seedling,Ev adult,medium,5,0,286.65845520009805,5.658291455518357,Mv,m,a,D49w
D4,9,water,Mv,2,1488.8548985272944,seedling,Ev adult,medium,5,0,1489.8548985272944,7.306434010658691,Mv,m,a,D49w
D4,9,water,Mv,3,639.7594693747043,seedling,Ev adult,medium,5,0,640.7594693747043,6.462654143714306,Mv,m,a,D49w
D4,10,water,Mv,1,839.2878844860782,seedling,Ev adult,high,9,0,840.2878844860782,6.7337445527486866,Mv,m,a,D410w
D4,10,water,Mv,2,291.984465881074,seedling,Ev adult,high,9,0,292.984465881074,5.680119590140855,Mv,m,a,D410w
D4,10,water,Mv,3,280.39817234916995,seedling,Ev adult,high,9,0,281.39817234916995,5.639770649809055,Mv,m,a,D410w
