process_date,site,plot,treatment,sp,plant,flowers,stem_seed_weight.g,biomass_weight.g,process_notes,ID,seeds_collected,seeds_green,processing_notes,background,density,plant_growth,age,focal,foc,bg,fungicide,plotf,plot_biomass
2/14/20,D4,2,fungicide,Mv,3,4,0.2527,9,NA,3,NA,NA,NA,Mv,7,2.1972245773362196,seedling,Mv,m,m,1,D42f,118.31
2/11/20,D4,3,fungicide,Mv,1,12,0.5007,12.58,NA,1,NA,NA,NA,Mv,19,2.5321082512722946,seedling,Mv,m,m,1,D43f,376.95
2/15/20,D4,3,fungicide,Mv,2,13,0.991,32.11,NA,2,NA,NA,NA,Mv,19,3.4691675081014224,seedling,Mv,m,m,1,D43f,357.41999999999996
2/15/20,D4,3,fungicide,Mv,3,8,0.3848,9.54,NA,3,NA,NA,NA,Mv,19,2.255493485460195,seedling,Mv,m,m,1,D43f,379.98999999999995
2/15/20,D4,4,fungicide,Mv,1,0,0.081,4.82,NA,1,NA,NA,NA,Mv,67,1.572773928062509,seedling,Mv,m,m,1,D44f,320.86
2/19/20,D4,4,fungicide,Mv,2,9,0.2335,10.32,NA,2,NA,NA,NA,Mv,67,2.334083760053417,seedling,Mv,m,m,1,D44f,315.36
2/12/20,D4,4,fungicide,Mv,3,24,0.4363,16.94,NA,3,NA,NA,NA,Mv,67,2.8296776892239084,seedling,Mv,m,m,1,D44f,308.74
NA,D4,5,fungicide,Mv,1,30,0.8995,12.9,NA,1,NA,NA,NA,Ev seedling,7,2.5572273113676265,seedling,Mv,m,s,1,D45f,18.49
2/12/20,D4,5,fungicide,Mv,2,16,0.3415,12.39,NA,2,NA,NA,NA,Ev seedling,7,2.516889695641051,seedling,Mv,m,s,1,D45f,18.49
2/11/20,D4,5,fungicide,Mv,3,18,1.0713,18.24,NA,3,NA,NA,NA,Ev seedling,7,2.9036169846461855,seedling,Mv,m,s,1,D45f,18.49
2/14/20,D4,6,fungicide,Mv,1,18,1.1241,20.45,NA,1,NA,NA,NA,Ev seedling,11,3.017982882488811,seedling,Mv,m,s,1,D46f,24.299999999999997
2/5/20,D4,6,fungicide,Mv,2,4,0.6113,14.11,NA,2,NA,NA,NA,Ev seedling,11,2.6468837658647226,seedling,Mv,m,s,1,D46f,24.299999999999997
2/19/20,D4,6,fungicide,Mv,3,17,0.5167,15.39,NA,3,NA,NA,NA,Ev seedling,11,2.733717947850788,seedling,Mv,m,s,1,D46f,24.299999999999997
2/14/20,D4,7,fungicide,Mv,1,31,1.1935,31.56,NA,1,NA,NA,NA,Ev seedling,19,3.4518904959776733,seedling,Mv,m,s,1,D47f,74.97
2/11/20,D4,7,fungicide,Mv,2,36,0.7058,24.77,NA,2,NA,NA,NA,Ev seedling,19,3.209633243501268,seedling,Mv,m,s,1,D47f,74.97
2/14/20,D4,7,fungicide,Mv,3,38,1.1817,29.03,NA,3,NA,NA,NA,Ev seedling,19,3.3683297780365384,seedling,Mv,m,s,1,D47f,74.97
2/1/20,D4,8,fungicide,Mv,1,15,0.6263,21.5,NA,1,NA,NA,NA,Ev adult,3,3.068052935133617,seedling,Mv,m,a,1,D48f,16.63
2/11/20,D4,8,fungicide,Mv,2,20,0.5177,16.83,NA,2,NA,NA,NA,Ev adult,3,2.8231630082027146,seedling,Mv,m,a,1,D48f,16.63
2/5/20,D4,8,fungicide,Mv,3,66,1.0151,26.66,NA,3,NA,NA,NA,Ev adult,3,3.2831643147505627,seedling,Mv,m,a,1,D48f,16.63
2/8/20,D4,9,fungicide,Mv,1,8,0.8685,15.44,NA,1,NA,NA,NA,Ev adult,5,2.73696154459663,seedling,Mv,m,a,1,D49f,67.77
2/8/20,D4,9,fungicide,Mv,2,14,0.6493,22.9,NA,2,NA,NA,NA,Ev adult,5,3.131136910560194,seedling,Mv,m,a,1,D49f,67.77
2/8/20,D4,9,fungicide,Mv,3,7,0.2655,10.33,NA,3,NA,NA,NA,Ev adult,5,2.3350522831315472,seedling,Mv,m,a,1,D49f,67.77
2/8/20,D4,10,fungicide,Mv,1,16,1.0225,15.47,NA,1,NA,NA,NA,Ev adult,9,2.738902664584975,seedling,Mv,m,a,1,D410f,54.849999999999994
2/5/20,D4,10,fungicide,Mv,2,6,1.0693,18.71,NA,2,NA,NA,NA,Ev adult,9,2.9290581402859983,seedling,Mv,m,a,1,D410f,54.849999999999994
2/5/20,D4,10,fungicide,Mv,3,6,0.2286,8.82,NA,3,NA,NA,NA,Ev adult,9,2.1770218700187,seedling,Mv,m,a,1,D410f,54.849999999999994
2/5/20,D4,2,water,Mv,1,31,0.5936,14.88,NA,1,NA,NA,NA,Mv,7,2.700018029404946,seedling,Mv,m,m,0,D42w,87.36
2/5/20,D4,2,water,Mv,2,10,0.8474,9.33,NA,2,NA,NA,NA,Mv,7,2.2332350148592526,seedling,Mv,m,m,0,D42w,92.91
2/8/20,D4,2,water,Mv,3,3,0.219,5.83,NA,3,NA,NA,NA,Mv,7,1.763017000362401,seedling,Mv,m,m,0,D42w,96.41
2/12/20,D4,3,water,Mv,1,16,0.6253,12.91,NA,1,NA,NA,NA,Mv,19,2.558002204858551,seedling,Mv,m,m,0,D43w,225.17000000000002
2/12/20,D4,3,water,Mv,2,22,0.7361,19.9,NA,2,NA,NA,NA,Mv,19,2.990719731730447,seedling,Mv,m,m,0,D43w,218.18
2/12/20,D4,3,water,Mv,3,23,0.6732,19.67,NA,3,NA,NA,NA,Mv,19,2.979094632400968,seedling,Mv,m,m,0,D43w,218.41000000000003
2/15/20,D4,4,water,Mv,1,6,0.2399,7.65,NA,1,NA,NA,NA,Mv,67,2.0347056478384444,seedling,Mv,m,m,0,D44w,415.78999999999996
2/19/20,D4,4,water,Mv,2,8,0.3345,9.32,NA,2,NA,NA,NA,Mv,67,2.2321626286975,seedling,Mv,m,m,0,D44w,414.11999999999995
2/12/20,D4,4,water,Mv,3,4,0.2418,7.67,NA,3,NA,NA,NA,Mv,67,2.0373166153791646,seedling,Mv,m,m,0,D44w,415.7699999999999
2/15/20,D4,5,water,Mv,1,8,0.121,5.08,NA,1,NA,NA,NA,Ev seedling,7,1.6253112615903906,seedling,Mv,m,s,0,D45w,10.62
2/14/20,D4,5,water,Mv,2,9,0.4899,15.05,NA,2,NA,NA,NA,Ev seedling,7,2.711377991194885,seedling,Mv,m,s,0,D45w,10.62
2/15/20,D4,5,water,Mv,3,5,0.1695,5.19,NA,3,NA,NA,NA,Ev seedling,7,1.6467336971777973,seedling,Mv,m,s,0,D45w,10.62
2/12/20,D4,6,water,Mv,1,17,0.476,10.35,NA,1,NA,NA,NA,Ev seedling,11,2.336986519711378,seedling,Mv,m,s,0,D46w,10.15
2/11/20,D4,6,water,Mv,2,50,1.3842,24.03,NA,2,NA,NA,NA,Ev seedling,11,3.1793030497483774,seedling,Mv,m,s,0,D46w,10.15
2/12/20,D4,6,water,Mv,3,26,0.8859,13.05,NA,3,NA,NA,NA,Ev seedling,11,2.5687881337687024,seedling,Mv,m,s,0,D46w,10.15
2/12/20,D4,7,water,Mv,1,58,2.4183,38.24,NA,1,NA,NA,NA,Ev seedling,19,3.643882088183201,seedling,Mv,m,s,0,D47w,61.48
2/19/20,D4,7,water,Mv,2,30,0.8435,23.59,NA,2,NA,NA,NA,Ev seedling,19,3.1608228934195837,seedling,Mv,m,s,0,D47w,61.48
2/5/20,D4,7,water,Mv,3,20,1.0743,24.12,NA,3,NA,NA,NA,Ev seedling,19,3.1830413718589847,seedling,Mv,m,s,0,D47w,61.48
2/5/20,D4,8,water,Mv,2,5,0.0468,2.7,NA,2,NA,NA,NA,Ev adult,3,0.9932517730102834,seedling,Mv,m,a,0,D48w,25.75
2/8/20,D4,8,water,Mv,3,7,0.7848,17.45,NA,3,NA,NA,NA,Ev adult,3,2.859339648648436,seedling,Mv,m,a,0,D48w,25.75
2/5/20,D4,9,water,Mv,1,4,0.1755,7.02,NA,1,NA,NA,NA,Ev adult,5,1.9487632180377197,seedling,Mv,m,a,0,D49w,20.91
2/5/20,D4,9,water,Mv,2,7,1.2707,11.79,NA,2,NA,NA,NA,Ev adult,5,2.4672517145492794,seedling,Mv,m,a,0,D49w,20.91
2/11/20,D4,9,water,Mv,3,10,0.4424,8.36,NA,3,NA,NA,NA,Ev adult,5,2.1234584270966104,seedling,Mv,m,a,0,D49w,20.91
2/5/20,D4,10,water,Mv,1,21,0.5548,18.76,NA,1,NA,NA,NA,Ev adult,9,2.9317269435780786,seedling,Mv,m,a,0,D410w,30.22
2/4/20,D4,10,water,Mv,2,0,0.2073,6.86,NA,2,NA,NA,NA,Ev adult,9,1.925707441737794,seedling,Mv,m,a,0,D410w,30.22
2/8/20,D4,10,water,Mv,3,3,0.176,1.67,NA,3,NA,NA,NA,Ev adult,9,0.5128236264286637,seedling,Mv,m,a,0,D410w,30.22
NA,D1,2,fungicide,Ev,NA,NA,NA,0.98,NA,1,1,0,NA,Mv,7,-0.020202707317519466,seedling,Ev seedling,s,m,1,D12f,288.51
NA,D1,2,fungicide,Ev,NA,NA,NA,1.83,NA,2,1,1,NA,Mv,7,0.6043159668533296,seedling,Ev seedling,s,m,1,D12f,288.51
NA,D1,2,fungicide,Ev,NA,NA,NA,1.68,NA,3,0,0,NA,Mv,7,0.5187937934151675,seedling,Ev seedling,s,m,1,D12f,288.51
NA,D1,2,fungicide,Ev,NA,NA,NA,0.85,NA,A,0,0,NA,Mv,7,-0.16251892949777494,adult,Ev adult,a,m,1,D12f,288.51
NA,D1,3,fungicide,Ev,NA,NA,NA,1.09,NA,1,0,0,NA,Mv,19,0.08617769624105241,seedling,Ev seedling,s,m,1,D13f,204.39
NA,D1,3,fungicide,Ev,NA,NA,NA,1.02,NA,2,0,0,NA,Mv,19,0.01980262729617973,seedling,Ev seedling,s,m,1,D13f,204.39
NA,D1,3,fungicide,Ev,NA,NA,NA,0.88,NA,3,0,0,NA,Mv,19,-0.12783337150988489,seedling,Ev seedling,s,m,1,D13f,204.39
NA,D1,3,fungicide,Ev,NA,NA,NA,3.47,NA,A,1,0.5,NA,Mv,19,1.244154593958768,adult,Ev adult,a,m,1,D13f,204.39
NA,D1,4,fungicide,Ev,NA,NA,NA,0.48,NA,1,0,0,NA,Mv,67,-0.7339691750802004,seedling,Ev seedling,s,m,1,D14f,606.57
NA,D1,4,fungicide,Ev,NA,NA,NA,1.22,NA,2,1,0.5,NA,Mv,67,0.19885085874516517,seedling,Ev seedling,s,m,1,D14f,606.57
NA,D1,4,fungicide,Ev,NA,NA,NA,0.27,NA,3,0,0,NA,Mv,67,-1.3093333199837622,seedling,Ev seedling,s,m,1,D14f,606.57
NA,D1,4,fungicide,Ev,NA,NA,NA,4.43,NA,A,0,0,NA,Mv,67,1.4883995840570443,adult,Ev adult,a,m,1,D14f,606.57
NA,D1,5,fungicide,Ev,NA,NA,NA,1.67,NA,1,1,0,NA,Ev seedling,7,0.5128236264286637,seedling,Ev seedling,s,s,1,D15f,7.49
NA,D1,5,fungicide,Ev,NA,NA,NA,1.82,NA,2,0,0,NA,Ev seedling,7,0.598836501088704,seedling,Ev seedling,s,s,1,D15f,7.34
NA,D1,5,fungicide,Ev,NA,NA,NA,1.35,NA,3,0,0,NA,Ev seedling,7,0.30010459245033816,seedling,Ev seedling,s,s,1,D15f,7.8100000000000005
NA,D1,5,fungicide,Ev,NA,NA,NA,1.88,NA,A,0,0,NA,Ev seedling,7,0.6312717768418578,adult,Ev adult,a,s,1,D15f,9.16
NA,D1,6,fungicide,Ev,NA,NA,NA,0.76,NA,1,0,0,NA,Ev seedling,11,-0.2744368457017603,seedling,Ev seedling,s,s,1,D16f,12.48
NA,D1,6,fungicide,Ev,NA,NA,NA,1.19,NA,2,1,0,NA,Ev seedling,11,0.17395330712343798,seedling,Ev seedling,s,s,1,D16f,12.05
NA,D1,6,fungicide,Ev,NA,NA,NA,1.79,NA,3,0,0,NA,Ev seedling,11,0.5822156198526637,seedling,Ev seedling,s,s,1,D16f,11.45
NA,D1,6,fungicide,Ev,NA,NA,NA,1.2,NA,A,0,0,NA,Ev seedling,11,0.1823215567939546,adult,Ev adult,a,s,1,D16f,13.24
NA,D1,7,fungicide,Ev,NA,NA,NA,1.14,NA,1,0,0,NA,Ev seedling,19,0.131028262406404,seedling,Ev seedling,s,s,1,D17f,25.72
NA,D1,7,fungicide,Ev,NA,NA,NA,0.36,NA,2,0,0,NA,Ev seedling,19,-1.0216512475319814,seedling,Ev seedling,s,s,1,D17f,26.5
NA,D1,7,fungicide,Ev,NA,NA,NA,0.74,NA,3,0,0,NA,Ev seedling,19,-0.3011050927839216,seedling,Ev seedling,s,s,1,D17f,26.12
NA,D1,7,fungicide,Ev,NA,NA,NA,9.63,NA,A,0,0,NA,Ev seedling,19,2.2648832258100344,adult,Ev adult,a,s,1,D17f,26.86
NA,D1,8,fungicide,Ev,NA,NA,NA,2.85,NA,1,0,0,NA,Ev adult,3,1.0473189942805592,seedling,Ev seedling,s,a,1,D18f,23.18
NA,D1,8,fungicide,Ev,NA,NA,NA,1.34,NA,2,0,0,NA,Ev adult,3,0.29266961396282004,seedling,Ev seedling,s,a,1,D18f,23.18
NA,D1,8,fungicide,Ev,NA,NA,NA,2.37,NA,3,1,0,NA,Ev adult,3,0.8628899551470398,seedling,Ev seedling,s,a,1,D18f,23.18
NA,D1,8,fungicide,Ev,NA,NA,NA,0.77,NA,A,0,0,NA,Ev adult,3,-0.2613647641344075,adult,Ev adult,a,a,1,D18f,22.41
NA,D1,9,fungicide,Ev,NA,NA,NA,0.8,NA,1,1,0,NA,Ev adult,5,-0.2231435513142097,seedling,Ev seedling,s,a,1,D19f,53.96
NA,D1,9,fungicide,Ev,NA,NA,NA,0.88,NA,2,0,0,NA,Ev adult,5,-0.12783337150988489,seedling,Ev seedling,s,a,1,D19f,53.96
NA,D1,9,fungicide,Ev,NA,NA,NA,0.85,NA,3,0,0,NA,Ev adult,5,-0.16251892949777494,seedling,Ev seedling,s,a,1,D19f,53.96
NA,D1,9,fungicide,Ev,NA,NA,NA,18.14,NA,A,1,0,NA,Ev adult,5,2.8981194446869907,adult,Ev adult,a,a,1,D19f,35.82
NA,D1,10,fungicide,Ev,NA,NA,NA,1.08,NA,1,0,0,NA,Ev adult,9,0.0769610411361284,seedling,Ev seedling,s,a,1,D110f,47.69
NA,D1,10,fungicide,Ev,NA,NA,NA,1.56,NA,2,1,0.5,NA,Ev adult,9,0.44468582126144574,seedling,Ev seedling,s,a,1,D110f,47.69
NA,D1,10,fungicide,Ev,NA,NA,NA,2.97,NA,3,1,0,NA,Ev adult,9,1.0885619528146082,seedling,Ev seedling,s,a,1,D110f,47.69
NA,D1,10,fungicide,Ev,NA,NA,NA,0.73,NA,A,0,0,NA,Ev adult,9,-0.31471074483970024,adult,Ev adult,a,a,1,D110f,46.96
NA,D1,2,water,Ev,NA,NA,NA,1.32,NA,1,0,0,NA,Mv,7,0.27763173659827955,seedling,Ev seedling,s,m,0,D12w,259.76
NA,D1,2,water,Ev,NA,NA,NA,1.45,NA,2,0,0,NA,Mv,7,0.371563556432483,seedling,Ev seedling,s,m,0,D12w,259.76
NA,D1,2,water,Ev,NA,NA,NA,1.43,NA,3,1,1,NA,Mv,7,0.3576744442718159,seedling,Ev seedling,s,m,0,D12w,259.76
NA,D1,2,water,Ev,NA,NA,NA,6.53,NA,A,1,0,NA,Mv,7,1.8764069432883397,adult,Ev adult,a,m,0,D12w,259.76
NA,D1,3,water,Ev,NA,NA,NA,1.41,NA,1,1,0.5,NA,Mv,19,0.34358970439007686,seedling,Ev seedling,s,m,0,D13w,330.99
NA,D1,3,water,Ev,NA,NA,NA,0.72,NA,2,0,0,NA,Mv,19,-0.3285040669720361,seedling,Ev seedling,s,m,0,D13w,330.99
NA,D1,3,water,Ev,NA,NA,NA,1.78,NA,3,1,0.5,NA,Mv,19,0.5766133643039938,seedling,Ev seedling,s,m,0,D13w,330.99
NA,D1,3,water,Ev,NA,NA,NA,10.2,NA,A,1,0,NA,Mv,19,2.3223877202902252,adult,Ev adult,a,m,0,D13w,330.99
NA,D1,4,water,Ev,NA,NA,NA,0.4,NA,1,0,0,NA,Mv,67,-0.916290731874155,seedling,Ev seedling,s,m,0,D14w,238.08
NA,D1,4,water,Ev,NA,NA,NA,0.62,NA,2,0,0,NA,Mv,67,-0.4780358009429998,seedling,Ev seedling,s,m,0,D14w,238.08
NA,D1,4,water,Ev,NA,NA,NA,0.58,NA,3,0,0,NA,Mv,67,-0.5447271754416722,seedling,Ev seedling,s,m,0,D14w,238.08
NA,D1,4,water,Ev,NA,NA,NA,5.52,NA,A,1,0,NA,Mv,67,1.7083778602890038,adult,Ev adult,a,m,0,D14w,238.08
NA,D1,5,water,Ev,NA,NA,NA,0.71,NA,1,1,0,NA,Ev seedling,7,-0.342490308946776,seedling,Ev seedling,s,s,0,D15w,6.29
NA,D1,5,water,Ev,NA,NA,NA,0.5,NA,2,0,0,NA,Ev seedling,7,-0.6931471805599453,seedling,Ev seedling,s,s,0,D15w,6.5
NA,D1,5,water,Ev,NA,NA,NA,0.28,NA,3,0,0,NA,Ev seedling,7,-1.2729656758128873,seedling,Ev seedling,s,s,0,D15w,6.72
NA,D1,5,water,Ev,NA,NA,NA,6.04,NA,A,1,0.5,NA,Ev seedling,7,1.7984040119467235,adult,Ev adult,a,s,0,D15w,7
NA,D1,6,water,Ev,NA,NA,NA,0.81,NA,1,1,0.5,NA,Ev seedling,11,-0.21072103131565253,seedling,Ev seedling,s,s,0,D16w,7.219999999999999
NA,D1,6,water,Ev,NA,NA,NA,0.46,NA,2,0,0,NA,Ev seedling,11,-0.7765287894989963,seedling,Ev seedling,s,s,0,D16w,7.569999999999999
NA,D1,6,water,Ev,NA,NA,NA,0.21,NA,3,0,0,NA,Ev seedling,11,-1.5606477482646683,seedling,Ev seedling,s,s,0,D16w,7.819999999999999
NA,D1,6,water,Ev,NA,NA,NA,5.28,NA,A,1,0.5,NA,Ev seedling,11,1.6639260977181702,adult,Ev adult,a,s,0,D16w,8.03
NA,D1,7,water,Ev,NA,NA,NA,2.26,NA,1,0,0,NA,Ev seedling,19,0.8153648132841944,seedling,Ev seedling,s,s,0,D17w,31.17
NA,D1,7,water,Ev,NA,NA,NA,2.26,NA,2,0,0,NA,Ev seedling,19,0.8153648132841944,seedling,Ev seedling,s,s,0,D17w,31.17
NA,D1,7,water,Ev,NA,NA,NA,1.11,NA,3,0,0,NA,Ev seedling,19,0.10436001532424286,seedling,Ev seedling,s,s,0,D17w,32.32
NA,D1,7,water,Ev,NA,NA,NA,3.82,NA,A,0,0,NA,Ev seedling,19,1.3402504226184837,adult,Ev adult,a,s,0,D17w,33.43
NA,D1,8,water,Ev,NA,NA,NA,1.29,NA,1,1,0,NA,Ev adult,3,0.25464221837358075,seedling,Ev seedling,s,a,0,D18w,18.09
NA,D1,8,water,Ev,NA,NA,NA,2.48,NA,2,0,0,NA,Ev adult,3,0.9082585601768908,seedling,Ev seedling,s,a,0,D18w,18.09
NA,D1,8,water,Ev,NA,NA,NA,1.96,NA,3,0,0,NA,Ev adult,3,0.6729444732424258,seedling,Ev seedling,s,a,0,D18w,18.09
NA,D1,8,water,Ev,NA,NA,NA,8.14,NA,A,1,0,NA,Ev adult,3,2.096790180014449,adult,Ev adult,a,a,0,D18w,9.95
NA,D1,9,water,Ev,NA,NA,NA,0.41,NA,1,0,0,NA,Ev adult,5,-0.8915981192837836,seedling,Ev seedling,s,a,0,D19w,26.62
NA,D1,9,water,Ev,NA,NA,NA,0.85,NA,2,0,0,NA,Ev adult,5,-0.16251892949777494,seedling,Ev seedling,s,a,0,D19w,26.62
NA,D1,9,water,Ev,NA,NA,NA,0.83,NA,3,0,0,NA,Ev adult,5,-0.18632957819149348,seedling,Ev seedling,s,a,0,D19w,26.62
NA,D1,9,water,Ev,NA,NA,NA,3.27,NA,A,0,0,NA,Ev adult,5,1.184789984909162,adult,Ev adult,a,a,0,D19w,23.35
NA,D1,10,water,Ev,NA,NA,NA,1.75,NA,1,0,0,NA,Ev adult,9,0.5596157879354227,seedling,Ev seedling,s,a,0,D110w,41.92
NA,D1,10,water,Ev,NA,NA,NA,1.18,NA,2,0,0,NA,Ev adult,9,0.16551443847757333,seedling,Ev seedling,s,a,0,D110w,41.92
NA,D1,10,water,Ev,NA,NA,NA,1.07,NA,3,0,0,NA,Ev adult,9,0.06765864847381486,seedling,Ev seedling,s,a,0,D110w,41.92
NA,D1,10,water,Ev,NA,NA,NA,0.84,NA,A,0,0,NA,Ev adult,9,-0.1743533871447778,adult,Ev adult,a,a,0,D110w,41.08
NA,D2,2,fungicide,Ev,NA,NA,NA,0.5,NA,1,0,0,NA,Mv,7,-0.6931471805599453,seedling,Ev seedling,s,m,1,D22f,19.14
NA,D2,2,fungicide,Ev,NA,NA,NA,0.99,NA,2,0,0,NA,Mv,7,-0.01005033585350145,seedling,Ev seedling,s,m,1,D22f,19.14
NA,D2,2,fungicide,Ev,NA,NA,NA,0.64,NA,3,0,0,NA,Mv,7,-0.4462871026284195,seedling,Ev seedling,s,m,1,D22f,19.14
NA,D2,2,fungicide,Ev,NA,NA,NA,0.88,NA,A,1,0,NA,Mv,7,-0.12783337150988489,adult,Ev adult,a,m,1,D22f,19.14
NA,D2,3,fungicide,Ev,NA,NA,NA,1,NA,1,1,0,NA,Mv,19,0,seedling,Ev seedling,s,m,1,D23f,244.37999999999997
NA,D2,3,fungicide,Ev,NA,NA,NA,1.37,NA,2,1,0.5,NA,Mv,19,0.3148107398400336,seedling,Ev seedling,s,m,1,D23f,244.37999999999997
NA,D2,3,fungicide,Ev,NA,NA,NA,1.52,NA,3,1,1,NA,Mv,19,0.41871033485818504,seedling,Ev seedling,s,m,1,D23f,244.37999999999997
NA,D2,3,fungicide,Ev,NA,NA,NA,0.31,NA,A,0,0,NA,Mv,19,-1.171182981502945,adult,Ev adult,a,m,1,D23f,244.37999999999997
NA,D2,4,fungicide,Ev,NA,NA,NA,1.02,NA,1,0,0,NA,Mv,67,0.01980262729617973,seedling,Ev seedling,s,m,1,D24f,334.45
NA,D2,4,fungicide,Ev,NA,NA,NA,1.04,NA,2,1,0.5,NA,Mv,67,0.03922071315328133,seedling,Ev seedling,s,m,1,D24f,334.45
NA,D2,4,fungicide,Ev,NA,NA,NA,1.35,NA,3,0,0,NA,Mv,67,0.30010459245033816,seedling,Ev seedling,s,m,1,D24f,334.45
NA,D2,4,fungicide,Ev,NA,NA,NA,4.1,NA,A,1,0,NA,Mv,67,1.410986973710262,adult,Ev adult,a,m,1,D24f,334.45
NA,D2,5,fungicide,Ev,NA,NA,NA,1.93,NA,1,0,0,NA,Ev seedling,7,0.6575200029167941,seedling,Ev seedling,s,s,1,D25f,12.82
NA,D2,5,fungicide,Ev,NA,NA,NA,1.8,NA,2,0,0,NA,Ev seedling,7,0.5877866649021191,seedling,Ev seedling,s,s,1,D25f,12.95
NA,D2,5,fungicide,Ev,NA,NA,NA,1.23,NA,3,0,0,NA,Ev seedling,7,0.20701416938432612,seedling,Ev seedling,s,s,1,D25f,13.52
NA,D2,5,fungicide,Ev,NA,NA,NA,0.72,NA,A,0,0,NA,Ev seedling,7,-0.3285040669720361,adult,Ev adult,a,s,1,D25f,14.75
NA,D2,6,fungicide,Ev,NA,NA,NA,1.25,NA,1,0,0,NA,Ev seedling,11,0.22314355131420976,seedling,Ev seedling,s,s,1,D26f,12.03
NA,D2,6,fungicide,Ev,NA,NA,NA,1.34,NA,2,0,0,NA,Ev seedling,11,0.29266961396282004,seedling,Ev seedling,s,s,1,D26f,11.94
NA,D2,6,fungicide,Ev,NA,NA,NA,1.49,NA,3,0,0,NA,Ev seedling,11,0.3987761199573678,seedling,Ev seedling,s,s,1,D26f,11.79
NA,D2,6,fungicide,Ev,NA,NA,NA,3.91,NA,A,1,0,NA,Ev seedling,11,1.3635373739972745,adult,Ev adult,a,s,1,D26f,13.28
NA,D2,7,fungicide,Ev,NA,NA,NA,0.8,NA,1,0,0,NA,Ev seedling,19,-0.2231435513142097,seedling,Ev seedling,s,s,1,D27f,19.16
NA,D2,7,fungicide,Ev,NA,NA,NA,0.87,NA,2,0,0,NA,Ev seedling,19,-0.13926206733350766,seedling,Ev seedling,s,s,1,D27f,19.09
NA,D2,7,fungicide,Ev,NA,NA,NA,0.91,NA,3,0,0,NA,Ev seedling,19,-0.09431067947124129,seedling,Ev seedling,s,s,1,D27f,19.05
NA,D2,7,fungicide,Ev,NA,NA,NA,3.06,NA,A,0,0,NA,Ev seedling,19,1.1184149159642893,adult,Ev adult,a,s,1,D27f,19.96
NA,D2,8,fungicide,Ev,NA,NA,NA,3.55,NA,1,1,0,NA,Ev adult,3,1.2669476034873244,seedling,Ev seedling,s,a,1,D28f,55.56
NA,D2,8,fungicide,Ev,NA,NA,NA,2.4,NA,2,1,0,NA,Ev adult,3,0.8754687373538999,seedling,Ev seedling,s,a,1,D28f,55.56
NA,D2,8,fungicide,Ev,NA,NA,NA,4.46,NA,3,1,1,NA,Ev adult,3,1.4951487660319727,seedling,Ev seedling,s,a,1,D28f,55.56
NA,D2,8,fungicide,Ev,NA,NA,NA,16.24,NA,A,1,0,NA,Ev adult,3,2.787477334733532,adult,Ev adult,a,a,1,D28f,39.32000000000001
NA,D2,9,fungicide,Ev,NA,NA,NA,0.44,NA,1,0,0,NA,Ev adult,5,-0.8209805520698302,seedling,Ev seedling,s,a,1,D29f,16.98
NA,D2,9,fungicide,Ev,NA,NA,NA,0.76,NA,3,0,0,NA,Ev adult,5,-0.2744368457017603,seedling,Ev seedling,s,a,1,D29f,16.98
NA,D2,9,fungicide,Ev,NA,NA,NA,5.5,NA,A,1,0,NA,Ev adult,5,1.7047480922384253,adult,Ev adult,a,a,1,D29f,11.48
NA,D2,10,fungicide,Ev,NA,NA,NA,0.87,NA,1,1,0,NA,Ev adult,9,-0.13926206733350766,seedling,Ev seedling,s,a,1,D210f,37.78
NA,D2,10,fungicide,Ev,NA,NA,NA,1.26,NA,2,0,0,NA,Ev adult,9,0.23111172096338664,seedling,Ev seedling,s,a,1,D210f,37.78
NA,D2,10,fungicide,Ev,NA,NA,NA,1.16,NA,3,0,0,NA,Ev adult,9,0.14842000511827322,seedling,Ev seedling,s,a,1,D210f,37.78
NA,D2,10,fungicide,Ev,NA,NA,NA,7.54,NA,A,0,0,NA,Ev adult,9,2.020222182019865,adult,Ev adult,a,a,1,D210f,30.240000000000002
NA,D2,2,water,Ev,NA,NA,NA,2.11,NA,1,0,0,NA,Mv,7,0.7466879474879751,seedling,Ev seedling,s,m,0,D22w,131.49
NA,D2,2,water,Ev,NA,NA,NA,2.63,NA,2,1,0.5,NA,Mv,7,0.9669838461896731,seedling,Ev seedling,s,m,0,D22w,131.49
NA,D2,2,water,Ev,NA,NA,NA,1.16,NA,3,1,0,NA,Mv,7,0.14842000511827322,seedling,Ev seedling,s,m,0,D22w,131.49
NA,D2,2,water,Ev,NA,NA,NA,3.29,NA,A,0,0,NA,Mv,7,1.1908875647772805,adult,Ev adult,a,m,0,D22w,131.49
NA,D2,3,water,Ev,NA,NA,NA,0.76,NA,1,0,0,NA,Mv,19,-0.2744368457017603,seedling,Ev seedling,s,m,0,D23w,114.03
NA,D2,3,water,Ev,NA,NA,NA,0.98,NA,2,1,1,NA,Mv,19,-0.020202707317519466,seedling,Ev seedling,s,m,0,D23w,114.03
NA,D2,3,water,Ev,NA,NA,NA,1.18,NA,3,1,0.5,NA,Mv,19,0.16551443847757333,seedling,Ev seedling,s,m,0,D23w,114.03
NA,D2,3,water,Ev,NA,NA,NA,4.52,NA,A,1,0,NA,Mv,19,1.5085119938441398,adult,Ev adult,a,m,0,D23w,114.03
NA,D2,4,water,Ev,NA,NA,NA,0.52,NA,1,0,0,NA,Mv,67,-0.6539264674066639,seedling,Ev seedling,s,m,0,D24w,329.42
