month,site,plot,treatment,sp,ID,focal,age,leaf_area.pix,lesion_area.pix,leaf_count
sep,D1,1,fungicide,Mv,Edge,0,seedling,880473,851342,20
sep,D1,1,water,Mv,Edge,0,seedling,956347,943680,20
sep,D1,2,fungicide,Mv,Edge,0,seedling,1054530,1021734,19
sep,D1,2,water,Mv,Edge,0,seedling,1075167,1063248,20
sep,D1,3,fungicide,Mv,Edge,0,seedling,904859,896131,19
sep,D1,3,water,Mv,Edge,0,seedling,1094110,1059724,20
sep,D1,4,fungicide,Mv,Edge,0,seedling,1021269,987611,20
sep,D1,4,water,Mv,Edge,0,seedling,1052054,1038876,22
sep,D1,5,fungicide,Mv,Edge,0,seedling,497739,486974,18
sep,D1,5,water,Mv,Edge,0,seedling,847781,839092,20
sep,D1,6,fungicide,Mv,Edge,0,seedling,896021,873426,19
sep,D1,6,water,Mv,Edge,0,seedling,916456,902842,20
sep,D1,7,fungicide,Mv,Edge,0,seedling,758058,749319,20
sep,D1,7,water,Mv,Edge,0,seedling,1026050,1007220,20
sep,D1,8,water,Mv,Edge,0,seedling,1041887,1025738,20
sep,D3,10,fungicide,Mv,Edge,0,seedling,374822,73306,19
sep,D3,10,water,Mv,Edge,0,seedling,427501,90715,20
sep,D3,1,fungicide,Mv,Edge,0,seedling,477945,116970,20
sep,D3,1,water,Mv,Edge,0,seedling,524856,71234,20
sep,D3,2,fungicide,Mv,Edge,0,seedling,739446,125199,20
sep,D3,2,water,Mv,Edge,0,seedling,672879,106325,20
sep,D3,3,fungicide,Mv,Edge,0,seedling,576295,50197,20
sep,D3,3,water,Mv,Edge,0,seedling,487660,58192,19
sep,D3,4,fungicide,Mv,Edge,0,seedling,745911,55557,20
sep,D3,4,water,Mv,Edge,0,seedling,796919,85734,20
sep,D3,5,fungicide,Mv,Edge,0,seedling,464057,70328,20
sep,D3,5,water,Mv,Edge,0,seedling,627397,83048,20
sep,D3,6,fungicide,Mv,Edge,0,seedling,528029,46246,20
sep,D3,6,water,Mv,Edge,0,seedling,548314,56336,20
sep,D3,7,fungicide,Mv,Edge,0,seedling,452939,45568,20
sep,D3,7,water,Mv,Edge,0,seedling,451252,70703,20
sep,D3,8,fungicide,Mv,Edge,0,seedling,596377,105943,21
sep,D3,8,water,Mv,Edge,0,seedling,430694,39565,20
sep,D3,9,fungicide,Mv,Edge,0,seedling,642018,83744,18
sep,D3,9,water,Mv,Edge,0,seedling,389292,65901,20
sep,D4,1,fungicide,Mv,Edge,0,seedling,413606,221257,20
sep,D4,1,water,Mv,Edge,0,seedling,402759,73394,20
sep,D4,2,fungicide,Mv,Edge,0,seedling,523382,146801,20
sep,D4,2,water,Mv,Edge,0,seedling,756582,176687,22
sep,D4,3,fungicide,Mv,Edge,0,seedling,622440,208589,19
sep,D4,3,water,Mv,Edge,0,seedling,881546,416708,19
sep,D4,4,fungicide,Mv,Edge,0,seedling,729435,192507,20
sep,D4,4,water,Mv,Edge,0,seedling,511503,190267,19
sep,D4,5,fungicide,Mv,Edge,0,seedling,1098450,470432,20
sep,D4,5,water,Mv,Edge,0,seedling,1011118,367727,20
sep,D4,6,fungicide,Mv,Edge,0,seedling,639729,328427,20
sep,D4,6,water,Mv,Edge,0,seedling,955142,337516,21
sep,D4,7,fungicide,Mv,Edge,0,seedling,538510,114233,19
sep,D4,7,water,Mv,Edge,0,seedling,833500,281173,20
sep,D4,8,fungicide,Mv,Edge,0,seedling,465432,55700,20
sep,D4,8,water,Mv,Edge,0,seedling,413211,224934,21
