process_date,site,plot,treatment,sp,plant,flowers,stem_seed_weight.g,biomass_weight.g,process_notes,stem_seeds,stem_seeds_adj,flowers_adj,mean_flower_seeds,analysis_notes,mean_flower_seeds_adj,flower_seeds,seeds,flower_seeds_adj,seeds_adj
1/22/20,D3,1,water,Mv,3,9,0.7787,13.72,NA,908.7732238404969,908.7732238404969,9,10.6,NA,10.6,95.39999999999999,1004.1732238404969,95.39999999999999,1004.1732238404969
1/22/20,D3,2,water,Mv,1,2,0.6237,14.51,NA,741.4609076281929,741.4609076281929,2,22.4,NA,22.4,44.8,786.2609076281929,44.8,786.2609076281929
1/17/20,D3,2,water,Mv,2,11,0.712,13.73,NA,836.7749561542989,836.7749561542989,11,24.6,NA,24.6,270.6,1107.374956154299,270.6,1107.374956154299
12/17/19,D3,2,water,Mv,3,12,0.7114,25.66,NA,836.1272955754127,836.1272955754127,12,14.6,NA,14.6,175.2,1011.3272955754128,175.2,1011.3272955754128
1/29/20,D3,3,water,Mv,1,17,1.0519,19.49,NA,1203.6746740934097,1203.6746740934097,17,4.8,NA,4.8,81.6,1285.2746740934097,81.6,1285.2746740934097
1/31/20,D3,3,water,Mv,2,13,0.4037,9.6,NA,503.98536203653543,503.98536203653543,13,4.6,NA,4.6,59.8,563.7853620365354,59.8,563.7853620365354
1/29/20,D3,3,water,Mv,3,6,0.3886,10.19,NA,487.6859041345626,487.6859041345626,6,4.4,NA,4.4,26.400000000000002,514.0859041345626,26.400000000000002,514.0859041345626
1/27/20,D3,4,water,Mv,1,NA,0.1367,4.14,NA,215.7764044321148,215.7764044321148,2.5,15.8,bags mixed up among plants,15.8,NA,NA,39.5,255.2764044321148
1/27/20,D3,4,water,Mv,2,0,0.0747,4.2,NA,148.8514779471932,148.8514779471932,0,15.8,bags mixed up among plants,15.8,0,148.8514779471932,0,148.8514779471932
12/17/19,D3,4,water,Mv,3,5,0.3467,8.89,NA,442.4576070423333,442.4576070423333,5,10.6,bags mixed up among plants,10.6,53,495.4576070423333,53,495.4576070423333
12/17/19,D3,5,water,Mv,1,12,0.4102,12.97,NA,511.0016849744708,511.0016849744708,12,9.2,NA,9.2,110.39999999999999,621.4016849744708,110.39999999999999,621.4016849744708
12/17/19,D3,5,water,Mv,2,8,0.668,18.55,NA,789.2798470359676,789.2798470359676,8,14.8,NA,14.8,118.4,907.6798470359676,118.4,907.6798470359676
1/29/20,D3,5,water,Mv,3,22,0.7394,15.33,NA,866.3514559234417,866.3514559234417,22,9,NA,9,198,1064.3514559234418,198,1064.3514559234418
12/17/19,D3,6,water,Mv,1,12,0.509,14.58,NA,617.6497936310878,617.6497936310878,12,9,NA,9,108,725.6497936310878,108,725.6497936310878
3/4/20,D3,6,water,Mv,2,17,0.8391,15.1,NA,973.9710554483883,973.9710554483883,17,6.8,NA,6.8,115.6,1089.5710554483883,115.6,1089.5710554483883
1/17/20,D3,6,water,Mv,3,13,0.5601,8.26,NA,672.8088862662411,672.8088862662411,13,13.6,NA,13.6,176.79999999999998,849.608886266241,176.79999999999998,849.608886266241
12/7/19,D3,7,water,Mv,1,7,0.4996,11.08,NA,607.5031112285352,607.5031112285352,7,7.2,NA,7.2,50.4,657.9031112285352,50.4,657.9031112285352
1/31/20,D3,7,water,Mv,2,2,0.3436,11.36,NA,439.1113607180872,439.1113607180872,2,14.2,NA,14.2,28.4,467.5113607180872,28.4,467.5113607180872
1/29/20,D3,7,water,Mv,3,8,0.4723,10.44,NA,578.0345548892068,578.0345548892068,8,14.2,NA,14.2,113.6,691.6345548892068,113.6,691.6345548892068
NA,D3,8,water,Mv,1,14,0.5746,13.57,NA,688.4606835893275,688.4606835893275,14,7.8,NA,7.8,109.2,797.6606835893275,109.2,797.6606835893275
1/31/20,D3,8,water,Mv,2,7,0.6971,18.97,NA,820.691385111955,820.691385111955,7,11,NA,11,77,897.691385111955,77,897.691385111955
1/31/20,D3,8,water,Mv,3,7,0.5219,21.76,NA,631.5744960771441,631.5744960771441,7,9.4,NA,9.4,65.8,697.374496077144,65.8,697.374496077144
1/17/20,D3,9,water,Mv,1,11,0.4729,6.14,NA,578.6822154680931,578.6822154680931,11,6.8,NA,6.8,74.8,653.482215468093,74.8,653.482215468093
12/17/19,D3,9,water,Mv,2,19,0.5662,13.34,NA,679.3934354849188,679.3934354849188,19,6.2,NA,6.2,117.8,797.1934354849187,117.8,797.1934354849187
12/17/19,D3,9,water,Mv,3,8,0.5963,13.67,NA,711.8844078590502,711.8844078590502,8,7.4,NA,7.4,59.2,771.0844078590502,59.2,771.0844078590502
1/31/20,D3,10,water,Mv,1,4,0.1107,10.69,NA,187.71111268037347,187.71111268037347,4,7.6,NA,7.6,30.4,218.11111268037348,30.4,218.11111268037348
12/7/19,D3,10,water,Mv,2,13,0.5236,14.76,NA,633.4095343839887,633.4095343839887,13,10.8,NA,10.8,140.4,773.8095343839886,140.4,773.8095343839886
NA,D3,10,water,Mv,3,9,1.3333,18.68,NA,1507.4274855911024,1507.4274855911024,9,NA,all bags lost,9.2,NA,NA,82.8,1590.2274855911023
2/12/20,D4,1,fungicide,Mv,1,9,0.4037,11.82,NA,503.98536203653543,503.98536203653543,9,4.6,NA,4.6,41.4,545.3853620365354,41.4,545.3853620365354
2/14/20,D4,1,fungicide,Mv,2,27,0.6868,24.3,NA,809.5732118410727,809.5732118410727,27,7,NA,7,189,998.5732118410727,189,998.5732118410727
2/12/20,D4,1,fungicide,Mv,3,7,0.2251,6.96,NA,311.19839638803535,311.19839638803535,7,8.8,NA,8.8,61.60000000000001,372.79839638803537,61.60000000000001,372.79839638803537
2/4/20,D4,2,fungicide,Mv,1,11,1.3955,15.21,NA,1574.5682989356528,1574.5682989356528,11,7.6,NA,7.6,83.6,1658.1682989356527,83.6,1658.1682989356527
2/12/20,D4,2,fungicide,Mv,2,14,0.7099,16.8,NA,834.5081441281968,834.5081441281968,14,8.8,NA,8.8,123.20000000000002,957.7081441281969,123.20000000000002,957.7081441281969
2/14/20,D4,2,fungicide,Mv,3,4,0.2527,9,NA,340.99078301680686,340.99078301680686,4,15.4,NA,15.4,61.6,402.5907830168069,61.6,402.5907830168069
2/11/20,D4,3,fungicide,Mv,1,12,0.5007,12.58,NA,608.6904889564935,608.6904889564935,12,8.6,NA,8.6,103.19999999999999,711.8904889564935,103.19999999999999,711.8904889564935
2/15/20,D4,3,fungicide,Mv,2,13,0.991,32.11,NA,1137.9371253364463,1137.9371253364463,13,8.2,NA,8.2,106.6,1244.5371253364463,106.6,1244.5371253364463
2/15/20,D4,3,fungicide,Mv,3,8,0.3848,9.54,NA,483.5840538016157,483.5840538016157,8,12.6,NA,12.6,100.8,584.3840538016157,100.8,584.3840538016157
2/15/20,D4,4,fungicide,Mv,1,0,0.081,4.82,NA,155.6519140254997,155.6519140254997,0,6.6,bags mixed up among plants,6.6,0,155.6519140254997,0,155.6519140254997
2/19/20,D4,4,fungicide,Mv,2,9,0.2335,10.32,NA,320.2656444924441,320.2656444924441,9,11,bags mixed up among plants,11,99,419.2656444924441,99,419.2656444924441
2/12/20,D4,4,fungicide,Mv,3,24,0.4363,16.94,NA,539.1749201560265,539.1749201560265,24,8.6,bags mixed up among plants,8.6,206.39999999999998,745.5749201560265,206.39999999999998,745.5749201560265
NA,D4,5,fungicide,Mv,1,30,0.8995,12.9,NA,1039.1688870562798,1039.1688870562798,30,11,NA,11,330,1369.1688870562798,330,1369.1688870562798
2/12/20,D4,5,fungicide,Mv,2,16,0.3415,12.39,NA,436.84454869198504,436.84454869198504,16,10.4,NA,10.4,166.4,603.2445486919851,166.4,603.2445486919851
2/11/20,D4,5,fungicide,Mv,3,18,1.0713,18.24,NA,1224.6156994774012,1224.6156994774012,18,5.6,NA,5.6,100.8,1325.4156994774012,100.8,1325.4156994774012
2/14/20,D4,6,fungicide,Mv,1,18,1.1241,20.45,NA,1281.6098304193993,1281.6098304193993,18,7.6,NA,7.6,136.79999999999998,1418.4098304193992,136.79999999999998,1418.4098304193992
2/5/20,D4,6,fungicide,Mv,2,4,0.6113,14.11,NA,728.0759223312085,728.0759223312085,4,12.6,NA,12.6,50.4,778.4759223312085,50.4,778.4759223312085
2/19/20,D4,6,fungicide,Mv,3,17,0.5167,15.39,NA,625.9614377267959,625.9614377267959,17,15,NA,15,255,880.9614377267959,255,880.9614377267959
2/14/20,D4,7,fungicide,Mv,1,31,1.1935,31.56,NA,1356.5225707105856,1356.5225707105856,31,12.4,NA,12.4,384.40000000000003,1740.9225707105857,384.40000000000003,1740.9225707105857
2/11/20,D4,7,fungicide,Mv,2,36,0.7058,24.77,NA,830.0824635058068,830.0824635058068,36,16.4,NA,16.4,590.4,1420.4824635058067,590.4,1420.4824635058067
2/14/20,D4,7,fungicide,Mv,3,38,1.1817,29.03,NA,1343.7852459924875,1343.7852459924875,38,12.8,NA,12.8,486.40000000000003,1830.1852459924876,486.40000000000003,1830.1852459924876
2/1/20,D4,8,fungicide,Mv,1,15,0.6263,21.5,NA,744.267436803367,744.267436803367,15,12.6,NA,12.6,189,933.267436803367,189,933.267436803367
2/11/20,D4,8,fungicide,Mv,2,20,0.5177,16.83,NA,627.0408720249397,627.0408720249397,20,15.4,NA,15.4,308,935.0408720249397,308,935.0408720249397
2/5/20,D4,8,fungicide,Mv,3,66,1.0151,26.66,NA,1163.9514919217143,1163.9514919217143,66,22.8,NA,22.8,1504.8,2668.751491921714,1504.8,2668.751491921714
2/8/20,D4,9,fungicide,Mv,1,8,0.8685,15.44,NA,1005.706423813819,1005.706423813819,8,8.6,NA,8.6,68.8,1074.506423813819,68.8,1074.506423813819
2/8/20,D4,9,fungicide,Mv,2,14,0.6493,22.9,NA,769.0944256606766,769.0944256606766,14,5.75,one bag lost,5.75,80.5,849.5944256606766,80.5,849.5944256606766
2/8/20,D4,9,fungicide,Mv,3,7,0.2655,10.33,NA,354.80754203304883,354.80754203304883,7,8.6,NA,8.6,60.199999999999996,415.0075420330488,60.199999999999996,415.0075420330488
2/8/20,D4,10,fungicide,Mv,1,16,1.0225,15.47,NA,1171.939305727979,1171.939305727979,16,8.2,removed bags collected in September,8.2,131.2,1303.139305727979,131.2,1303.139305727979
2/5/20,D4,10,fungicide,Mv,2,6,1.0693,18.71,NA,1222.4568308811135,1222.4568308811135,6,5,NA,5,30,1252.4568308811135,30,1252.4568308811135
2/5/20,D4,10,fungicide,Mv,3,6,0.2286,8.82,NA,314.97641643153895,314.97641643153895,6,3.8,removed bags collected in September,3.8,22.799999999999997,337.77641643153896,22.799999999999997,337.77641643153896
2/5/20,D4,1,water,Mv,1,12,0.3562,11.15,NA,452.7122328747003,452.7122328747003,12,15.2,NA,15.2,182.39999999999998,635.1122328747003,182.39999999999998,635.1122328747003
2/12/20,D4,1,water,Mv,2,3,0.4247,12.78,NA,526.6534822975573,526.6534822975573,3,13,NA,13,39,565.6534822975573,39,565.6534822975573
NA,D4,1,water,Mv,3,2,0.5095,5.82,NA,618.1895107801597,618.1895107801597,2,7.6,NA,7.6,15.2,633.3895107801598,15.2,633.3895107801598
2/5/20,D4,2,water,Mv,1,31,0.5936,14.88,NA,708.9699352540615,708.9699352540615,31,10.2,NA,10.2,316.2,1025.1699352540616,316.2,1025.1699352540616
2/5/20,D4,2,water,Mv,2,10,0.8474,9.33,NA,982.9303601229827,982.9303601229827,10,10.4,NA,10.4,104,1086.9303601229826,104,1086.9303601229826
2/8/20,D4,2,water,Mv,3,3,0.219,5.83,NA,304.61384716935754,304.61384716935754,3,9.8,NA,9.8,29.400000000000002,334.0138471693575,29.400000000000002,334.0138471693575
2/12/20,D4,3,water,Mv,1,16,0.6253,12.91,NA,743.188002505223,743.188002505223,16,18.8,NA,18.8,300.8,1043.988002505223,300.8,1043.988002505223
2/12/20,D4,3,water,Mv,2,22,0.7361,19.9,NA,862.7893227395668,862.7893227395668,22,16.2,NA,16.2,356.4,1219.1893227395667,356.4,1219.1893227395667
2/12/20,D4,3,water,Mv,3,23,0.6732,19.67,NA,794.8929053863158,794.8929053863158,23,8.8,NA,8.8,202.4,997.2929053863157,202.4,997.2929053863157
2/15/20,D4,4,water,Mv,1,6,0.2399,7.65,NA,327.174024000565,327.174024000565,6,7.6,bags mixed up among plants,7.6,45.599999999999994,372.77402400056496,45.599999999999994,372.77402400056496
2/19/20,D4,4,water,Mv,2,8,0.3345,9.32,NA,429.2885086049777,429.2885086049777,8,7.8,bags mixed up among plants,7.8,62.4,491.6885086049777,62.4,491.6885086049777
2/12/20,D4,4,water,Mv,3,4,0.2418,7.67,NA,329.2249491670384,329.2249491670384,4,7.2,bags mixed up among plants,7.2,28.8,358.0249491670384,28.8,358.0249491670384
2/15/20,D4,5,water,Mv,1,8,0.121,5.08,NA,198.8292859512556,198.8292859512556,8,3.6,NA,3.6,28.8,227.6292859512556,28.8,227.6292859512556
2/14/20,D4,5,water,Mv,2,9,0.4899,15.05,NA,597.0325985365394,597.0325985365394,9,9.6,NA,9.6,86.39999999999999,683.4325985365393,86.39999999999999,683.4325985365393
2/15/20,D4,5,water,Mv,3,5,0.1695,5.19,NA,251.18184941123465,251.18184941123465,5,8.6,NA,8.6,43,294.1818494112347,43,294.1818494112347
2/12/20,D4,6,water,Mv,1,17,0.476,10.35,NA,582.0284617923392,582.0284617923392,17,8,NA,8,136,718.0284617923392,136,718.0284617923392
2/11/20,D4,6,water,Mv,2,50,1.3842,24.03,NA,1562.370691366627,1562.370691366627,50,10.2,NA,10.2,509.99999999999994,2072.370691366627,509.99999999999994,2072.370691366627
2/12/20,D4,6,water,Mv,3,26,0.8859,13.05,NA,1024.4885806015227,1024.4885806015227,26,11,NA,11,286,1310.4885806015227,286,1310.4885806015227
2/12/20,D4,7,water,Mv,1,58,2.4183,38.24,NA,2678.613699077231,2678.613699077231,58,11.2,NA,11.2,649.5999999999999,3328.213699077231,649.5999999999999,3328.213699077231
2/19/20,D4,7,water,Mv,2,30,0.8435,23.59,NA,978.7205663602215,978.7205663602215,30,10.2,NA,10.2,306,1284.7205663602215,306,1284.7205663602215
2/5/20,D4,7,water,Mv,3,20,1.0743,24.12,NA,1227.854002371833,1227.854002371833,20,14.4,NA,14.4,288,1515.854002371833,288,1515.854002371833
2/4/20,D4,8,water,Mv,1,5,0.2272,NA,No biomass to weigh; it was added to D3 7F Mv2,313.4652084141376,313.4652084141376,5,4.8,NA,4.8,24,337.4652084141376,24,337.4652084141376
2/5/20,D4,8,water,Mv,2,5,0.0468,2.7,NA,118.73526102897843,118.73526102897843,5,4.6,NA,4.6,23,141.7352610289784,23,141.7352610289784
2/8/20,D4,8,water,Mv,3,7,0.7848,17.45,NA,915.3577730591747,915.3577730591747,7,9,NA,9,63,978.3577730591747,63,978.3577730591747
2/5/20,D4,9,water,Mv,1,4,0.1755,7.02,NA,257.65845520009805,257.65845520009805,4,7,NA,7,28,285.65845520009805,28,285.65845520009805
2/5/20,D4,9,water,Mv,2,7,1.2707,11.79,NA,1439.8548985272944,1439.8548985272944,7,7,NA,7,49,1488.8548985272944,49,1488.8548985272944
2/11/20,D4,9,water,Mv,3,10,0.4424,8.36,NA,545.7594693747043,545.7594693747043,10,9.4,NA,9.4,94,639.7594693747043,94,639.7594693747043
2/5/20,D4,10,water,Mv,1,21,0.5548,18.76,NA,667.0878844860782,667.0878844860782,21,8.2,NA,8.2,172.2,839.2878844860782,172.2,839.2878844860782
2/4/20,D4,10,water,Mv,2,0,0.2073,6.86,NA,291.984465881074,291.984465881074,0,7.6,NA,7.6,0,291.984465881074,0,291.984465881074
2/8/20,D4,10,water,Mv,3,3,0.176,1.67,NA,258.19817234916997,258.19817234916997,3,7.4,NA,7.4,22.200000000000003,280.39817234916995,22.200000000000003,280.39817234916995
